code_new,metrics,definitions
qww43_01,Personnel expenses as a percentage of total wastewater services expenses,[Personnel expenses for wastewater services] divided by [Operational expenses for wastewater services] and multiplied by 100.
qww43_02,Total expenses for wastewater services,[Personnel expenses for Wastewater Services] + [Operational expenses for Wastewater Services].
qww43_03,Total expenses for wastewater services per account,[Operational expenses for wastewater services] divided by [Total miles of sewer main line].
qww43_04,Total expenses for wastewater services per MGD of wastewater treated,[Operational expenses for wastewater services] divided by [Treated wastewater discharged].
qyw01,Tons of residential yard waste collected,"Tons of residential yard waste collected in the fiscal year, including yard waste collected by jurisdiction crews, private haulers, and drop-off sites."
qyw01_01,Tons of residential yard waste collected per capita,"[Tons of residential yard waste collected] divided by [Population, 2020]."
qyw01_02,Tons of residential yard waste collected per FTE,[Tons of residential yard waste collected] divided by [Approved yard waste collection FTEs].
qyw01_03,Total expenses per tons of residential yard waste collected,[Total expenses for yard waste] divided by [Tons of residential yard waste collected].
qyw02,Collection points for yard waste,Total number of jurisdiction-provided and contracted service collection points in the fiscal year.
qyw02_01,Collection points for yard waste per capita,"[Collection points for yard waste] divided by [Population, 2020]."
qyw03,Route mileage for yard waste,Total aggregate of miles for all routes in the fiscal year. These are miles assigned or driven from a routing station to provide collection service.
qyw04,Yard waste routes,"Total number of yard waste routes, both jurisdiction-run and contracted, in the fiscal year. For this count, a “route” runs for only one day. The same route collected multiple times a week is counted as multiple routes. For example, Monday runs consisting of 4 leaf VACS, 1 Grapple Truck, and 1 dump truck would be counted as 6 routes on that day."
qyw04_01,Route mileage for yard waste per route,[Route mileage for yard waste] divided by [Yard waste routes].
qyw05,Requests for yard waste pickup outside of normal routing schedule,Total number of times in the fiscal year when a truck was dispatched to pick up yard waste/leaf collection at a missed collection site or to retrieve yard waste/leaf collection upon request.
qyw05_01,Requests for yard waste pickup outside of normal routing schedule per collection point,[Requests for yard waste pickup outside of normal routing schedule] divided by [Collection points for yard waste].
qyw06,Complaints for yard waste collection,"Total number of complaints received for yard waste and leaf collection, regardless of validity, in the fiscal year."
qyw06_01,Complaints for yard waste and leaf collection per collection point,[Complaints for yard waste collection] divided by [Collection points for yard waste].
qyw07,Staff injuries during yard waste collection ,"Total number of work-related injuries (minor and major) during yard waste operations in the fiscal year, as reported to OSHA."
qyw07_01,Staff injuries during yard waste collection per FTE,[Staff injuries during yard waste collection] divided by [Approved yard waste collection FTEs].
qyw08,Disposal costs for yard waste,"Total tipping (and hauling, if applicable) fees paid (not per ton) for yard waste processing in the fiscal year."
qyw09,Percentage of yard waste trucks 10 years or older,Percentage of all frontline and reserve yard waste collection fleet apparatuses 10 years or older (based on manufacture date) in the fiscal year.
qyw10,Approved yard waste collection FTEs,"Total full-time equivalent (FTE) positions, filled or unfilled, in yard waste and leaf collection in the fiscal year. This includes regularly scheduled full-time and regular part-time positions eligible for full benefits (but does not include seasonal or part-time positions not eligible for full benefits)."
qyw10_01,Population served per yard waste FTE,"[Population, 2020] divided by [Approved yard waste collection FTEs]."
qyw11,Personnel expenses for Yard Waste and Leaf Collection ,"Total amount of personnel expenses for yard waste and leaf collection in the fiscal year. This includes gross earnings (all salaries and wages) of permanent and temporary employees subject to the Federal Insurance Contributions Act (FICA), the unit’s share of overtime and holiday pay, longevity pay, allowances, supplemental retirement income, Social Security taxes, retirement contributions, hospital and medical insurance, disability insurance, unemployment compensation, workers’ compensation contributions, deferred compensation, and other benefits."
qyw12,Operational expenses for Yard Waste and Leaf Collection ,"Total amount of operational expenses for yard waste and leaf collection in the fiscal year. This amount includes non-capital outlay for equipment, tools, and software; expenses related to property or materials purchased for resale or the cost of goods sold; fees for training, travel, property maintenance, repairs, licenses, advertising, purchases, rentals, memberships, dues, utilities, data management/processing, MIS and GIS technologies, contracted services, contract administration, fuel, fleet maintenance, special programs, and sublet work; and all other operating expenses."
